Customer Lifetime Value (CLV),Customer Acquisition Cost (CAC),Customer Experience (CX),Customer Churn Rate,Customer Effort Score (CES),Net Promoter Score (NPS),Month-Year
2984.038845708586,248.08096947933464,2.011767339037588,0.7371112692559775,3.3951170116666023,51.854487837011504,Jan-2020
2952.528205710425,229.08244185633876,1.1050256758991537,0.9108533060415068,2.7451488645999245,47.81036158826966,Feb-2020
2986.843237296665,271.22163373979765,6.567842628805489,-0.865391621250407,5.093655909456087,44.94610697748574,Mar-2020
3024.4696094784317,273.6271670670031,7.66722723257487,-0.2082383831053816,5.535172786569926,55.22414051598074,Apr-2020
3017.5043223955336,252.8243976517342,5.263158385556803,-0.091854748276012,4.516497560525572,46.54260475386063,May-2020
3024.238233093102,232.11342076101477,6.4765106594289605,0.4073504304676784,3.984096828471495,49.78138038096261,Jun-2020
2987.7914715165666,272.09910336610494,5.776932757109971,-0.0597653215134995,4.380173394746973,46.18762331785272,Jul-2020
3002.754276365809,254.4902291081505,6.415174716680797,-0.7424834246435517,4.347131084278868,45.48663276167667,Aug-2020
2984.053846986817,268.5642430206595,5.987121834838757,-0.6855730633626205,4.659623915780825,51.29899420827323,Sep-2020
2970.2237174885845,231.14515470965625,3.236466399793509,0.3033403244231068,2.6954373080114795,46.81846324430476,Oct-2020
3014.502245653076,255.7535573908152,7.777253157470737,-0.712968768050072,4.188148626060659,46.76049471699355,Nov-2020
3005.1277322786013,238.39807437099367,5.4222095864803626,-0.2925982211290318,3.313019222793273,50.95103086180307,Dec-2020
3005.7447936061235,231.7002525688648,3.033446998522243,0.7154384882072784,3.2819561260138754,41.42976962062606,Jan-2021
2991.3887262323296,273.2638539267036,5.810951137130907,0.3661817286987592,4.31949444582138,49.70523583509934,Feb-2021
3024.014209830901,262.03795295266667,6.044164991391204,-0.4810313349657028,4.6659515251912325,53.24794243720714,Mar-2021
2999.7324301648537,237.6290118573116,4.706149330046411,0.4216821218014077,4.140065790064233,47.56379125248281,Apr-2021
2991.413805413572,244.6148752533896,4.500142793129164,-0.1836829560372439,4.315158885276706,49.86860982970296,May-2021
3008.5012180346066,262.26686586316373,5.749918652258128,0.4176011477731827,3.806720747093266,49.7713150474628,Jun-2021
2991.709806418228,249.09556054646592,4.729662665704923,-0.5461834081799539,3.306784704182191,43.90745611479925,Jul-2021
3006.8619124801603,247.70136412447116,6.958331808256258,-0.236036738292823,3.792334877230928,49.916279941098274,Aug-2021
2972.357754918032,254.81884558150344,6.273115208156214,-0.7540905909777796,3.468876082536678,54.3630334722356,Sep-2021
3029.522008692628,264.11709674015435,7.494287273347258,-1.0470869682235673,5.517691556866992,50.79060108648113,Oct-2021
3034.9291680824,252.4371603754912,4.153857850282112,0.1873219085722267,4.435625091322334,47.33464820596725,Nov-2021
2970.897332045676,258.8412207229277,2.3208003565098982,0.026138778359354,4.0436870440003005,50.67819973087059,Dec-2021
2994.018775696574,238.60274122242768,6.114264361297924,-0.1208074584629283,3.6864155666571103,45.89267015653108,Jan-2022
2993.137682292569,244.03158930633032,4.119939667283279,0.550334078561978,3.728837884168063,47.700177304751946,Feb-2022
2942.6764315597534,230.53038704733876,0.6026737008862035,0.499155398621739,2.5204601534008817,45.51015145166146,Mar-2022
2961.1557434705296,251.23222007131463,3.05302784522468,0.1762255400432666,2.677159867202943,52.79299895866342,Apr-2022
3005.514311221413,260.8527681983983,7.086456159063822,-0.6042030357245814,4.681851218354602,47.48038193976907,May-2022
